"timestamp","city","hour","day_of_week","month","day_of_year","hour_sin","hour_cos","month_sin","month_cos","doy_sin","doy_cos","is_weekend","is_peak_hour","is_night","season","temp_c","humidity_pct","windspeed_kmh","winddir_deg","windgusts_kmh","pressure_hpa","uv_index","dew_point_c","cloudcover_pct","visibility_m","precipitation_mm","rain_mm","heat_index_c","wind_chill_c","apparent_temp_delta","weathercode","aqi","dominant_poll","pm25_iaqi","pm10_iaqi","no2_iaqi","o3_iaqi","co_iaqi","so2_iaqi","aqi_cat_ordinal","aqi_cat_label","pollution_accumulation_idx","ventilation_idx","humidity_pm25_interaction","uv_o3_interaction","temp_range_c","temp_variance","wind_variance","aqi_lag_1h","aqi_lag_3h","aqi_lag_6h","aqi_lag_24h","aqi_rolling_3h_mean","aqi_rolling_3h_std","aqi_rolling_6h_mean","aqi_rolling_24h_mean","aqi_rolling_24h_max","aqi_change_rate_1h","aqi_change_rate_6h","aqi_change_rate_24h","target_aqi_current","target_aqi_cat_current","target_pm25_day1_avg","target_pm25_day2_avg","target_aqi_cat_day1","target_aqi_cat_day2","target_trend_direction"
"2026-02-09T10:00:00+00:00","Lahore","10","0","2","40","0.5","-0.866025","0.866025","0.5","0.635432","0.772157","0","0","0","0","24.4","29","6.2","83","17.6","1013.9","0","5.2","100","","0.0","0.0","","","-2.1","3","71","pm25","98","41","18","39","2","4","1","Moderate","20.3903","8.7324","28.42","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T11:00:00+00:00","Lahore","11","0","2","40","0.258819","-0.965926","0.866025","0.5","0.635432","0.772157","0","0","0","0","23.0","41","11.0","85","25.2","1014.0","0","8.9","100","","0.0","0.0","","","-1.9","3","71","pm25","98","41","18","39","2","4","1","Moderate","12.5618","15.493","40.18","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T12:00:00+00:00","Lahore","12","0","2","40","0.0","-1.0","0.866025","0.5","0.635432","0.772157","0","0","0","0","20.8","53","11.7","89","25.9","1013.9","0","10.8","96","","0.0","0.0","","","-1.5","3","71","pm25","98","41","18","39","2","4","1","Moderate","12.8154","16.4789","51.94","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T13:00:00+00:00","Lahore","13","0","2","40","-0.258819","-0.965926","0.866025","0.5","0.635432","0.772157","0","0","0","0","19.6","57","8.7","107","22.7","1014.4","0","10.9","100","","0.0","0.0","","","-1.0","3","71","pm25","98","41","18","39","2","4","1","Moderate","17.6851","12.2535","55.86","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T14:00:00+00:00","Lahore","14","0","2","40","-0.5","-0.866025","0.866025","0.5","0.635432","0.772157","0","0","0","0","19.1","62","7.9","103","16.2","1015.2","0","11.7","100","","0.0","0.0","","","-0.6","3","71","pm25","98","41","18","39","2","4","1","Moderate","20.0962","11.1268","60.76","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T15:00:00+00:00","Lahore","15","0","2","40","-0.707107","-0.707107","0.866025","0.5","0.635432","0.772157","0","0","0","0","18.7","64","7.1","100","15.5","1015.5","0","11.9","98","","0.0","0.0","","","-0.5","3","71","pm25","98","41","18","39","2","4","1","Moderate","22.6366","10.0","62.72","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T16:00:00+00:00","Lahore","16","0","2","40","-0.866025","-0.5","0.866025","0.5","0.635432","0.772157","0","0","0","0","17.5","69","7.4","91","13.7","1016.1","0","11.8","77","","0.0","0.0","","","-0.5","2","71","pm25","98","41","18","39","2","4","1","Moderate","22.3811","10.4225","67.62","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T17:00:00+00:00","Lahore","17","0","2","40","-0.965926","-0.258819","0.866025","0.5","0.635432","0.772157","0","1","0","0","16.0","76","4.7","94","13.7","1016.2","0","11.7","32","","0.0","0.0","","","-0.2","1","71","pm25","98","41","18","39","2","4","1","Moderate","36.6979","6.6197","74.48","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T18:00:00+00:00","Lahore","18","0","2","40","-1.0","-0.0","0.866025","0.5","0.635432","0.772157","0","1","0","0","15.4","78","5.2","88","8.3","1016.3","0","11.6","70","","0.0","0.0","","","-0.3","2","71","pm25","98","41","18","39","2","4","1","Moderate","33.5462","7.3239","76.44","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T19:00:00+00:00","Lahore","19","0","2","40","-0.965926","0.258819","0.866025","0.5","0.635432","0.772157","0","1","0","0","15.2","78","6.5","77","11.2","1016.2","0","11.4","79","","0.0","0.0","","","-0.4","2","71","pm25","98","41","18","39","2","4","1","Moderate","26.8369","9.1549","76.44","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T20:00:00+00:00","Lahore","20","0","2","40","-0.866025","0.5","0.866025","0.5","0.635432","0.772157","0","0","0","0","14.9","79","7.4","67","13.3","1015.9","0","11.4","88","","0.0","0.0","","","-0.7","3","71","pm25","98","41","18","39","2","4","1","Moderate","23.7054","10.4225","77.42","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T21:00:00+00:00","Lahore","21","0","2","40","-0.707107","0.707107","0.866025","0.5","0.635432","0.772157","0","0","0","0","13.8","85","7.6","76","14.0","1015.2","0","11.2","100","","0.0","0.0","","","-0.8","3","71","pm25","98","41","18","39","2","4","1","Moderate","23.8553","10.7042","83.3","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T22:00:00+00:00","Lahore","22","0","2","40","-0.5","0.866025","0.866025","0.5","0.635432","0.772157","0","0","1","0","13.4","86","7.7","87","14.4","1014.8","0","11.0","99","","0.0","0.0","","","-0.9","3","71","pm25","98","41","18","39","2","4","1","Moderate","23.6727","10.8451","84.28","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-09T23:00:00+00:00","Lahore","23","0","2","40","-0.258819","0.965926","0.866025","0.5","0.635432","0.772157","0","0","1","0","12.6","89","5.6","90","14.0","1014.8","0","10.8","100","","0.0","0.0","","","-0.6","3","71","pm25","98","41","18","39","2","4","1","Moderate","33.075","7.8873","87.22","0","","","","71.0","71.0","71.0","","71.0","0.0","71.0","","","0.0","0.0","","71","1","98","98","1","1","0"
"2026-02-10T00:00:00+00:00","Lahore","0","1","2","41","0.0","1.0","0.866025","0.5","0.64863","0.761104","0","0","1","0","12.0","92","4.1","67","9.7","1015.6","0","10.8","100","","0.0","0.0","","","-0.3","3","65","pm25","109","28","18","53","5","6","1","Moderate","51.0439","6.3077","100.28","0","","","","71.0","71.0","71.0","71.0","71.0","0.0","71.0","71.0","71.0","0.0","0.0","0.0","65","1","109","109","1","1","0"
"2026-02-10T01:00:00+00:00","Lahore","1","1","2","41","0.258819","0.965926","0.866025","0.5","0.64863","0.761104","0","0","1","0","11.9","93","4.2","102","7.9","1015.9","0","10.8","100","","0.0","0.0","","","-0.4","3","65","pm25","109","28","18","53","5","6","1","Moderate","50.0881","6.4615","101.37","0","","","","65.0","71.0","71.0","71.0","69.0","2.83","70.0","70.75","71.0","-6.0","-1.0","-0.25","65","1","109","109","1","1","-1"
"2026-02-10T02:00:00+00:00","Lahore","2","1","2","41","0.5","0.866025","0.866025","0.5","0.64863","0.761104","0","0","1","0","11.6","94","2.2","355","6.8","1017.1","0","10.6","100","","0.0","0.0","","","-0.2","3","65","pm25","109","28","18","53","5","6","1","Moderate","96.1182","3.3846","102.46","0","","","","65.0","71.0","71.0","71.0","67.0","2.83","69.0","70.5","71.0","0.0","-1.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T03:00:00+00:00","Lahore","3","1","2","41","0.707107","0.707107","0.866025","0.5","0.64863","0.761104","0","0","1","0","12.6","88","4.4","12","10.8","1017.6","0","10.8","99","","0.0","0.0","","","-0.4","3","65","pm25","109","28","18","53","5","6","1","Moderate","46.5727","6.7692","95.92","0","","","","65.0","65.0","71.0","71.0","65.0","0.0","68.0","70.25","71.0","0.0","-1.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T04:00:00+00:00","Lahore","4","1","2","41","0.866025","0.5","0.866025","0.5","0.64863","0.761104","0","0","1","0","15.0","76","3.1","31","11.9","1018.1","0","10.9","97","","0.0","0.0","","","-0.2","3","65","pm25","109","28","18","53","5","6","1","Moderate","61.8839","4.7692","82.84","0","","","","65.0","65.0","71.0","71.0","65.0","0.0","67.0","70.0","71.0","0.0","-1.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T05:00:00+00:00","Lahore","5","1","2","41","0.965926","0.258819","0.866025","0.5","0.64863","0.761104","0","0","1","0","17.8","65","3.7","23","14.8","1018.2","0","11.0","90","","0.0","0.0","","","-0.3","3","65","pm25","109","28","18","53","5","6","1","Moderate","48.6081","5.6923","70.85","0","","","","65.0","65.0","71.0","71.0","65.0","0.0","66.0","69.75","71.0","0.0","-1.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T06:00:00+00:00","Lahore","6","1","2","41","1.0","0.0","0.866025","0.5","0.64863","0.761104","0","0","0","0","19.8","58","7.3","9","19.1","1018.8","0","11.2","31","","0.0","0.0","","","-0.7","1","65","pm25","109","28","18","53","5","6","1","Moderate","23.5918","11.2308","63.22","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","69.5","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T07:00:00+00:00","Lahore","7","1","2","41","0.965926","-0.258819","0.866025","0.5","0.64863","0.761104","0","1","0","0","21.3","50","7.9","33","24.1","1018.2","0","10.4","30","","0.0","0.0","","","-1.0","1","65","pm25","109","28","18","53","5","6","1","Moderate","20.6962","12.1538","54.5","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","69.25","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T08:00:00+00:00","Lahore","8","1","2","41","0.866025","-0.5","0.866025","0.5","0.64863","0.761104","0","1","0","0","22.2","43","7.8","40","23.8","1017.5","0","9.2","40","","0.0","0.0","","","-1.2","1","65","pm25","109","28","18","53","5","6","1","Moderate","19.9833","12.0","46.87","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","69.0","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T09:00:00+00:00","Lahore","9","1","2","41","0.707107","-0.707107","0.866025","0.5","0.64863","0.761104","0","1","0","0","22.9","40","7.3","40","24.8","1016.6","0","8.4","34","","0.0","0.0","","","-1.4","1","65","pm25","109","28","18","53","5","6","1","Moderate","20.9041","11.2308","43.6","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","68.75","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T10:00:00+00:00","Lahore","10","1","2","41","0.5","-0.866025","0.866025","0.5","0.64863","0.761104","0","0","0","0","22.9","38","8.5","24","23.8","1016.6","0","7.7","28","","0.0","0.0","","","-1.9","1","65","pm25","109","28","18","53","5","6","1","Moderate","17.6965","13.0769","41.42","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","68.5","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T11:00:00+00:00","Lahore","11","1","2","41","0.258819","-0.965926","0.866025","0.5","0.64863","0.761104","0","0","0","0","22.2","39","12.3","18","29.2","1016.6","0","7.5","19","","0.0","0.0","","","-2.4","0","65","pm25","109","28","18","53","5","6","1","Moderate","12.3179","18.9231","42.51","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","68.25","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T12:00:00+00:00","Lahore","12","1","2","41","0.0","-1.0","0.866025","0.5","0.64863","0.761104","0","0","0","0","21.9","43","8.5","58","31.0","1016.3","0","8.9","15","","0.0","0.0","","","-1.6","0","65","pm25","109","28","18","53","5","6","1","Moderate","18.3376","13.0769","46.87","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","68.0","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T13:00:00+00:00","Lahore","13","1","2","41","-0.258819","-0.965926","0.866025","0.5","0.64863","0.761104","0","0","0","0","20.0","53","6.4","47","16.6","1017.3","0","10.1","22","","0.0","0.0","","","-0.9","1","65","pm25","109","28","18","53","5","6","1","Moderate","26.0578","9.8462","57.77","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","67.75","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T14:00:00+00:00","Lahore","14","1","2","41","-0.5","-0.866025","0.866025","0.5","0.64863","0.761104","0","0","0","0","18.5","60","9.3","22","18.4","1018.6","0","10.4","20","","0.0","0.0","","","-1.3","1","65","pm25","109","28","18","53","5","6","1","Moderate","18.7527","14.3077","65.4","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","67.5","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T15:00:00+00:00","Lahore","15","1","2","41","-0.707107","-0.707107","0.866025","0.5","0.64863","0.761104","0","0","0","0","17.2","68","9.6","23","19.1","1019.4","0","11.1","14","","0.0","0.0","","","-1.0","0","65","pm25","109","28","18","53","5","6","1","Moderate","19.075","14.7692","74.12","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","67.25","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T16:00:00+00:00","Lahore","16","1","2","41","-0.866025","-0.5","0.866025","0.5","0.64863","0.761104","0","0","0","0","16.2","73","7.1","38","18.7","1020.2","0","11.3","21","","0.0","0.0","","","-0.6","1","65","pm25","109","28","18","53","5","6","1","Moderate","26.5592","10.9231","79.57","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","67.0","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T17:00:00+00:00","Lahore","17","1","2","41","-0.965926","-0.258819","0.866025","0.5","0.64863","0.761104","0","1","0","0","15.8","74","8.2","15","15.8","1020.4","0","11.1","13","","0.0","0.0","","","-0.9","0","65","pm25","109","28","18","53","5","6","1","Moderate","23.1293","12.6154","80.66","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","66.75","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T18:00:00+00:00","Lahore","18","1","2","41","-1.0","-0.0","0.866025","0.5","0.64863","0.761104","0","1","0","0","15.8","77","5.7","347","16.2","1020.1","0","11.8","16","","0.0","0.0","","","-0.3","0","65","pm25","109","28","18","53","5","6","1","Moderate","33.8474","8.7692","83.93","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","66.5","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T19:00:00+00:00","Lahore","19","1","2","41","-0.965926","0.258819","0.866025","0.5","0.64863","0.761104","0","1","0","0","15.6","75","6.2","10","13.0","1020.0","0","11.1","17","","0.0","0.0","","","-0.6","0","65","pm25","109","28","18","53","5","6","1","Moderate","30.7661","9.5385","81.75","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","66.25","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T20:00:00+00:00","Lahore","20","1","2","41","-0.866025","0.5","0.866025","0.5","0.64863","0.761104","0","0","0","0","14.8","75","5.0","358","11.9","1020.1","0","10.4","5","","0.0","0.0","","","-0.6","0","65","pm25","109","28","18","53","5","6","1","Moderate","38.15","7.6923","81.75","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","66.0","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T21:00:00+00:00","Lahore","21","1","2","41","-0.707107","0.707107","0.866025","0.5","0.64863","0.761104","0","0","0","0","13.9","77","7.4","353","13.7","1020.1","0","10.0","1","","0.0","0.0","","","-1.0","0","65","pm25","109","28","18","53","5","6","1","Moderate","26.0716","11.3846","83.93","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","65.75","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T22:00:00+00:00","Lahore","22","1","2","41","-0.5","0.866025","0.866025","0.5","0.64863","0.761104","0","0","1","0","13.4","76","9.5","345","19.1","1020.2","0","9.4","0","","0.0","0.0","","","-1.6","0","65","pm25","109","28","18","53","5","6","1","Moderate","20.1937","14.6154","82.84","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","65.5","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-10T23:00:00+00:00","Lahore","23","1","2","41","-0.258819","0.965926","0.866025","0.5","0.64863","0.761104","0","0","1","0","12.9","75","10.1","349","20.2","1019.8","0","8.6","0","","0.0","0.0","","","-1.9","0","65","pm25","109","28","18","53","5","6","1","Moderate","18.8861","15.5385","81.75","0","","","","65.0","65.0","65.0","71.0","65.0","0.0","65.0","65.25","71.0","0.0","0.0","-0.25","65","1","109","109","1","1","0"
"2026-02-11T00:00:00+00:00","Lahore","0","2","2","42","0.0","1.0","0.866025","0.5","0.661635","0.749826","0","0","1","0","12.8","65","11.2","344","21.2","1020.3","0","6.4","0","","0.0","0.0","","","-2.6","0","73","pm25","100","37","9","53","5","3","1","Moderate","14.7321","15.3425","65.0","0","","","","65.0","65.0","65.0","65.0","65.0","0.0","65.0","65.0","65.0","0.0","0.0","0.0","73","1","100","100","1","1","0"
"2026-02-11T01:00:00+00:00","Lahore","1","2","2","42","0.258819","0.965926","0.866025","0.5","0.661635","0.749826","0","0","1","0","12.6","69","11.7","343","23.0","1020.7","0","7.2","0","","0.0","0.0","","","-2.4","0","73","pm25","100","37","9","53","5","3","1","Moderate","14.4444","16.0274","69.0","0","","","","73.0","65.0","65.0","65.0","67.67","3.77","66.33","65.33","73.0","8.0","1.3333","0.3333","73","1","100","100","1","1","1"
"2026-02-11T02:00:00+00:00","Lahore","2","2","2","42","0.5","0.866025","0.866025","0.5","0.661635","0.749826","0","0","1","0","12.4","73","11.2","338","23.0","1021.3","0","7.7","0","","0.0","0.0","","","-2.3","0","73","pm25","100","37","9","53","5","3","1","Moderate","15.4464","15.3425","73.0","0","","","","73.0","65.0","65.0","65.0","70.33","3.77","67.67","65.67","73.0","0.0","1.3333","0.3333","73","1","100","100","1","1","0"
"2026-02-11T03:00:00+00:00","Lahore","3","2","2","42","0.707107","0.707107","0.866025","0.5","0.661635","0.749826","0","0","1","0","13.4","68","10.7","340","22.0","1021.7","0","7.6","0","","0.0","0.0","","","-2.2","0","73","pm25","100","37","9","53","5","3","1","Moderate","15.7009","14.6575","68.0","0","","","","73.0","73.0","65.0","65.0","73.0","0.0","69.0","66.0","73.0","0.0","1.3333","0.3333","73","1","100","100","1","1","0"
"2026-02-11T04:00:00+00:00","Lahore","4","2","2","42","0.866025","0.5","0.866025","0.5","0.661635","0.749826","0","0","1","0","15.6","59","7.6","332","20.2","1022.2","0","7.4","0","","0.0","0.0","","","-1.8","0","73","pm25","100","37","9","53","5","3","1","Moderate","20.9211","10.411","59.0","0","","","","73.0","73.0","65.0","65.0","73.0","0.0","70.33","66.33","73.0","0.0","1.3333","0.3333","73","1","100","100","1","1","0"
"2026-02-11T05:00:00+00:00","Lahore","5","2","2","42","0.965926","0.258819","0.866025","0.5","0.661635","0.749826","0","0","1","0","18.4","49","7.1","319","21.2","1022.4","0","7.5","0","","0.0","0.0","","","-1.7","0","73","pm25","100","37","9","53","5","3","1","Moderate","20.9859","9.726","49.0","0","","","","73.0","73.0","65.0","65.0","73.0","0.0","71.67","66.67","73.0","0.0","1.3333","0.3333","73","1","100","100","1","1","0"
"2026-02-11T06:00:00+00:00","Lahore","6","2","2","42","1.0","0.0","0.866025","0.5","0.661635","0.749826","0","0","0","0","21.2","42","9.3","319","23.0","1022.4","0","7.7","38","","0.0","0.0","","","-1.9","1","73","pm25","100","37","9","53","5","3","1","Moderate","15.2688","12.7397","42.0","0","","","","73.0","73.0","73.0","65.0","73.0","0.0","73.0","67.0","73.0","0.0","0.0","0.3333","73","1","100","100","1","1","0"
"2026-02-11T07:00:00+00:00","Lahore","7","2","2","42","0.965926","-0.258819","0.866025","0.5","0.661635","0.749826","0","1","0","0","23.4","34","12.1","320","31.7","1021.6","0","6.7","25","","0.0","0.0","","","-2.2","1","73","pm25","100","37","9","53","5","3","1","Moderate","11.0744","16.5753","34.0","0","","","","73.0","73.0","73.0","65.0","73.0","0.0","73.0","67.33","73.0","0.0","0.0","0.3333","73","1","100","100","1","1","0"
"2026-02-11T08:00:00+00:00","Lahore","8","2","2","42","0.866025","-0.5","0.866025","0.5","0.661635","0.749826","0","1","0","0","24.4","30","12.8","318","33.5","1020.6","0","5.9","98","","0.0","0.0","","","-2.3","3","73","pm25","100","37","9","53","5","3","1","Moderate","10.1562","17.5342","30.0","0","","","","73.0","73.0","73.0","65.0","73.0","0.0","73.0","67.67","73.0","0.0","0.0","0.3333","73","1","100","100","1","1","0"
"2026-02-11T09:00:00+00:00","Lahore","9","2","2","42","0.707107","-0.707107","0.866025","0.5","0.661635","0.749826","0","1","0","0","24.8","29","12.4","317","33.5","1019.7","0","5.5","100","","0.0","0.0","","","-2.7","3","73","pm25","100","37","9","53","5","3","1","Moderate","10.4032","16.9863","29.0","0","","","","73.0","73.0","73.0","65.0","73.0","0.0","73.0","68.0","73.0","0.0","0.0","0.3333","73","1","100","100","1","1","0"
"2026-02-11T10:00:00+00:00","Lahore","10","2","2","42","0.5","-0.866025","0.866025","0.5","0.661635","0.749826","0","0","0","0","24.5","29","11.2","318","32.0","1019.3","0","5.4","98","","0.0","0.0","","","-2.7","3","73","pm25","100","37","9","53","5","3","1","Moderate","11.5179","15.3425","29.0","0","","","","73.0","73.0","73.0","65.0","73.0","0.0","73.0","68.33","73.0","0.0","0.0","0.3333","73","1","100","100","1","1","0"
